generation,best_score,best_height,elapsed_time
2360,0.0036060312594277614,277.3131811837619,31.692786999978125
2400,0.0036060312594277614,277.3131811837619,32.1859333999455
2440,0.0036060312594277614,277.3131811837619,32.67419430008158
2480,0.0036060312594277614,277.3131811837619,33.164369399892166
2520,0.0036060312594277614,277.3131811837619,33.6548820999451
2560,0.0036060312594277614,277.3131811837619,34.14860459999181
2600,0.0036060312594277614,277.3131811837619,34.633733599912375
2640,0.0036060312594277614,277.3131811837619,35.130267299944535
2680,0.0036060312594277614,277.3131811837619,35.621741000097245
2720,0.0036060312594277614,277.3131811837619,36.12736549996771
2760,0.0036060312594277614,277.3131811837619,36.62680079997517
2800,0.0036060312594277614,277.3131811837619,37.12463349988684
2840,0.0036060312594277614,277.3131811837619,37.624535399954766
2880,0.0036060312594277614,277.3131811837619,38.11858820007183
2920,0.0036060312594277614,277.3131811837619,38.61263719992712
2960,0.0036060312594277614,277.3131811837619,39.103311399929225
3000,0.0036060312594277614,277.3131811837619,39.59397879987955
3040,0.0036060312594277614,277.3131811837619,40.08825760008767
3080,0.0036060312594277614,277.3131811837619,40.58327819989063
3120,0.0036558996011306047,273.5304874594327,41.08070380007848
3160,0.0036558996011306047,273.5304874594327,41.57598629989661
3200,0.0036558996011306047,273.5304874594327,42.076605200069025
3240,0.0036558996011306047,273.5304874594327,42.574376600096
3280,0.0036558996011306047,273.5304874594327,43.06821159995161
3320,0.0036558996011306047,273.5304874594327,43.569758400088176
3360,0.0036558996011306047,273.5304874594327,44.05998370004818
3400,0.003717875264985662,268.97083111362974,44.56071810005233
3440,0.003717875264985662,268.97083111362974,45.07283409987576
3480,0.003717875264985662,268.97083111362974,45.58089189999737
3520,0.003717875264985662,268.97083111362974,46.0857573999092
3560,0.003717875264985662,268.97083111362974,46.58085480006412
3600,0.003717875264985662,268.97083111362974,47.07938940008171
3640,0.003717875264985662,268.97083111362974,47.5928124000784
3680,0.003717875264985662,268.97083111362974,48.10771130002104
3720,0.003717875264985662,268.97083111362974,48.6185925998725
3760,0.003717875264985662,268.97083111362974,49.12589149991982
3800,0.003717875264985662,268.97083111362974,49.6511218000669
3840,0.003717875264985662,268.97083111362974,50.156943999929354
3880,0.003717875264985662,268.97083111362974,50.66919649997726
3920,0.003717875264985662,268.97083111362974,51.1808756000828
3960,0.003717875264985662,268.97083111362974,51.68481980008073
4000,0.003717875264985662,268.97083111362974,52.19498989987187
